A  	Element	Z 	N  	Energy	JPi        	Mass Exc    	Unc     	T1/2 (txt)       	T1/2 (seconds)               	Abund.  	Unc    	Dec Mode	Branching (%)
100	SR     	38	62 	0.0000	0+         	-59817.505  	6.918   	200 MS 2         	0.2                          	        	       	B-N     	1.11         
101	SR     	38	63 	0.0000	(5/2-)     	-55324.914  	8.480   	118 MS 3         	0.118                        	        	       	B-      	100          
101	SR     	38	63 	0.0000	(5/2-)     	-55324.914  	8.480   	118 MS 3         	0.118                        	        	       	B-N     	2.37         
102	SR     	38	64 	0.0000	0+         	-52159.311  	67.068  	69 MS 6          	0.069                        	        	       	B-      	100          
102	SR     	38	64 	0.0000	0+         	-52159.311  	67.068  	69 MS 6          	0.069                        	        	       	B-N     	5.5          
103	SR     	38	65 	0.0000	           	-47280      	200     	53 MS 10         	0.053                        	        	       	B-      	100          
103	SR     	38	65 	0.0000	           	-47280      	200     	53 MS 10         	0.053                        	        	       	B2N     	             
103	SR     	38	65 	0.0000	           	-47280      	200     	53 MS 10         	0.053                        	        	       	B-N     	             
104	SR     	38	66 	0.0000	0+         	-43760      	300     	53 MS 5          	0.053                        	        	       	B-      	100          
104	SR     	38	66 	0.0000	0+         	-43760      	300     	53 MS 5          	0.053                        	        	       	B2N     	             
104	SR     	38	66 	0.0000	0+         	-43760      	300     	53 MS 5          	0.053                        	        	       	B-N     	             
105	SR     	38	67 	0.0000	           	-38190      	500     	39 MS 5          	0.039                        	        	       	B-      	100          
105	SR     	38	67 	0.0000	           	-38190      	500     	39 MS 5          	0.039                        	        	       	B-N     	             
105	SR     	38	67 	0.0000	           	-38190      	500     	39 MS 5          	0.039                        	        	       	B2N     	             
106	SR     	38	68 	0.0000	0+         	-34300      	600     	20 MS +8-7       	0.02                         	        	       	B-      	100          
106	SR     	38	68 	0.0000	0+         	-34300      	600     	20 MS +8-7       	0.02                         	        	       	B-N     	             
106	SR     	38	68 	0.0000	0+         	-34300      	600     	20 MS +8-7       	0.02                         	        	       	B2N     	             
107	SR     	38	69 	0.0000	           	-28250      	700     	395 NS           	0.000000395                  	        	       	B-      	             
107	SR     	38	69 	0.0000	           	-28250      	700     	395 NS           	0.000000395                  	        	       	B-N     	             
107	SR     	38	69 	0.0000	           	-28250      	700     	395 NS           	0.000000395                  	        	       	B2N     	             
108	SR     	38	70 	0.0000	0+         	            	        	                 	                             	        	       	B-      	100          
108	SR     	38	70 	0.0000	0+         	            	        	                 	                             	        	       	B-N     	             
108	SR     	38	70 	0.0000	0+         	            	        	                 	                             	        	       	B2N     	             
76 	Y      	39	37 	0.0000	           	-38250      	300     	200 NS           	0.0000002                    	        	       	P       	             
76 	Y      	39	37 	0.0000	           	-38250      	300     	200 NS           	0.0000002                    	        	       	EC      	             
77 	Y      	39	38 	0.0000	(5/2+)     	-46439      	203     	57 MS +22-12     	0.057                        	        	       	EC      	100          
77 	Y      	39	38 	0.0000	(5/2+)     	-46439      	203     	57 MS +22-12     	0.057                        	        	       	EP      	             
77 	Y      	39	38 	0.0000	(5/2+)     	-46439      	203     	57 MS +22-12     	0.057                        	        	       	P       	             
78 	Y      	39	39 	0.0000	(0+)       	-52173      	298     	53 MS 8          	0.053                        	        	       	EC      	100          
78 	Y      	39	39 	0.0000	(0+)       	-52173      	298     	53 MS 8          	0.053                        	        	       	EP      	             
79 	Y      	39	40 	0.0000	(5/2+)     	-57802.935  	80.108  	14.8 S 6         	14.8                         	        	       	EC      	100          
79 	Y      	39	40 	0.0000	(5/2+)     	-57802.935  	80.108  	14.8 S 6         	14.8                         	        	       	EP      	             
80 	Y      	39	41 	0.0000	(4-)       	-61148.162  	6.242   	30.1 S 5         	30.1                         	        	       	EC      	100          
80 	Y      	39	41 	0.0000	(4-)       	-61148.162  	6.242   	30.1 S 5         	30.1                         	        	       	EP      	             
81 	Y      	39	42 	0.0000	(5/2+)     	-65712.919  	5.405   	70.4 S 10        	70.4                         	        	       	EC      	100          
82 	Y      	39	43 	0.0000	1+         	-68064.097  	5.499   	8.30 S 20        	8.3                          	        	       	EC      	100          
83 	Y      	39	44 	0.0000	9/2+       	-72205.672  	18.631  	7.08 M 8         	424.8                        	        	       	EC      	100          
84 	Y      	39	45 	0.0000	(6+)       	-73894.439  	4.299   	39.5 M 8         	2370                         	        	       	EC      	100          
85 	Y      	39	46 	0.0000	(1/2)-     	-77842.131  	18.965  	2.68 H 5         	9648                         	        	       	EC      	100          
86 	Y      	39	47 	0.0000	4-         	-79283.100  	14.142  	14.74 H 2        	53064                        	        	       	EC      	100          
87 	Y      	39	48 	0.0000	1/2-       	-83018.387  	1.128   	79.8 H 3         	287280                       	        	       	EC      	100          
88 	Y      	39	49 	0.0000	4-         	-84299.029  	1.500   	106.626 D 21     	9212486.4                    	        	       	EC      	100          
89 	Y      	39	50 	0.0000	1/2-       	-87711.202  	0.339   	STABLE           	infinity                     	100     	       	        	             
90 	Y      	39	51 	0.0000	2-         	-86496.912  	0.354   	64.05 H 5        	230580                       	        	       	B-      	100          
91 	Y      	39	52 	0.0000	1/2-       	-86351.321  	1.843   	58.51 D 6        	5055264                      	        	       	B-      	100          
92 	Y      	39	53 	0.0000	2-         	-84816.494  	9.127   	3.54 H 1         	12744                        	        	       	B-      	100          
93 	Y      	39	54 	0.0000	1/2-       	-84227.155  	10.488  	10.18 H 8        	36648                        	        	       	B-      	100          
94 	Y      	39	55 	0.0000	2-         	-82351.473  	6.380   	18.7 M 1         	1122                         	        	       	B-      	100          
95 	Y      	39	56 	0.0000	1/2-       	-81207.937  	6.779   	10.3 M 1         	618                          	        	       	B-      	100          
96 	Y      	39	57 	0.0000	0-         	-78329.986  	6.075   	5.34 S 5         	5.34                         	        	       	B-      	100          
97 	Y      	39	58 	0.0000	(1/2-)     	-76115.455  	6.708   	3.75 S 3         	3.75                         	        	       	B-      	100          
97 	Y      	39	58 	0.0000	(1/2-)     	-76115.455  	6.708   	3.75 S 3         	3.75                         	        	       	B-N     	0.055        
98 	Y      	39	59 	0.0000	0-         	-72288.748  	7.919   	0.548 S 2        	0.548                        	        	       	B-      	100          
98 	Y      	39	59 	0.0000	0-         	-72288.748  	7.919   	0.548 S 2        	0.548                        	        	       	B-N     	0.33         
99 	Y      	39	60 	0.0000	(5/2+)     	-70643.730  	6.615   	1.484 S 7        	1.484                        	        	       	B-      	100          
99 	Y      	39	60 	0.0000	(5/2+)     	-70643.730  	6.615   	1.484 S 7        	1.484                        	        	       	B-N     	1.77         
100	Y      	39	61 	0.0000	(1)-       	-67321.241  	11.179  	732 MS 5         	0.732                        	        	       	B-      	100          
100	Y      	39	61 	0.0000	(1)-       	-67321.241  	11.179  	732 MS 5         	0.732                        	        	       	B-N     	1.02         
101	Y      	39	62 	0.0000	(5/2+)     	-65054.787  	7.080   	0.45 S 2         	0.45                         	        	       	B-      	100          
101	Y      	39	62 	0.0000	(5/2+)     	-65054.787  	7.080   	0.45 S 2         	0.45                         	        	       	B-N     	1.94         
102	Y      	39	63 	0.0000	HIGH J     	-61172.641  	4.081   	0.36 S 4         	0.36                         	        	       	B-      	100          
102	Y      	39	63 	0.0000	HIGH J     	-61172.641  	4.081   	0.36 S 4         	0.36                         	        	       	B-N     	4.9          
103	Y      	39	64 	0.0000	(5/2+)     	-58457.034  	11.206  	0.23 S 2         	0.23                         	        	       	B-      	100          
103	Y      	39	64 	0.0000	(5/2+)     	-58457.034  	11.206  	0.23 S 2         	0.23                         	        	       	B-N     	8            
104	Y      	39	65 	0.0000	           	-54080      	200     	197 MS 4         	0.197                        	        	       	B-      	100          
104	Y      	39	65 	0.0000	           	-54080      	200     	197 MS 4         	0.197                        	        	       	B-N     	34           
