A  	Element	Z  	N  	Par. Elevel	Unc. 	JPi       	Dec Mode	T1/2 (txt)    	T1/2 (num)        	Daughter	Radiation	Rad subtype 	Rad Ene.  	Unc       	EP Ene.   	Unc       	Rad Int.  	Unc       	Dose        	Unc       
18 	NE     	10	8  	0          	    	0+        	B+      	1.672 S 8     	1.672             	18F     	G        	           	1080.51  	12 	       	   	0.00226   	21  	2.44E-5    	23 
18 	NE     	10	8  	0          	    	0+        	B+      	1.672 S 8     	1.672             	18F     	G        	           	1700.72  	18 	       	   	0.0538    	18  	9.1E-4     	3  
19 	NE     	10	9  	0          	    	1/2+      	B+      	17.22 S 2     	17.22             	19F     	G        	XR ka1     	0.677    	   	       	   	8.E-4     	4   	6.E-9      	3  
19 	NE     	10	9  	0          	    	1/2+      	B+      	17.22 S 2     	17.22             	19F     	G        	XR ka2     	0.677    	   	       	   	4.0E-4    	16  	2.7E-9     	11 
19 	NE     	10	9  	0          	    	1/2+      	B+      	17.22 S 2     	17.22             	19F     	G        	           	109.894  	5  	       	   	0.0120    	20  	1.32E-5    	22 
19 	NE     	10	9  	0          	    	1/2+      	B+      	17.22 S 2     	17.22             	19F     	G        	           	197.142  	4  	       	   	0.00206   	20  	4.1E-6     	4  
19 	NE     	10	9  	0          	    	1/2+      	B+      	17.22 S 2     	17.22             	19F     	G        	Annihil.   	511.0    	   	       	   	199.804   	6   	           	   
19 	NE     	10	9  	0          	    	1/2+      	B+      	17.22 S 2     	17.22             	19F     	G        	           	1356.843 	10 	       	   	0.00206   	20  	2.8E-5     	3  
19 	NE     	10	9  	0          	    	1/2+      	B+      	17.22 S 2     	17.22             	19F     	G        	           	1444.085 	10 	       	   	1.08E-4   	11  	1.56E-6    	16 
19 	NE     	10	9  	0          	    	1/2+      	B+      	17.22 S 2     	17.22             	19F     	G        	           	1553.970 	9  	       	   	5.7E-5    	6   	8.9E-7     	9  
23 	NE     	10	13 	0.0        	    	5/2+      	B-      	37.25 S 10    	37.25             	23NA    	G        	XR ka1     	1.041    	   	       	   	7.1E-8    	8   	7.4E-13    	8  
23 	NE     	10	13 	0.0        	    	5/2+      	B-      	37.25 S 10    	37.25             	23NA    	G        	XR ka2     	1.041    	   	       	   	3.6E-8    	4   	3.7E-13    	4  
23 	NE     	10	13 	0.0        	    	5/2+      	B-      	37.25 S 10    	37.25             	23NA    	G        	           	440.5    	6  	       	   	32.9      	    	0.145      	   
23 	NE     	10	13 	0.0        	    	5/2+      	B-      	37.25 S 10    	37.25             	23NA    	G        	           	1636.6   	8  	       	   	1.00      	5   	0.0164     	8  
23 	NE     	10	13 	0.0        	    	5/2+      	B-      	37.25 S 10    	37.25             	23NA    	G        	           	2076.7   	8  	       	   	0.101     	7   	0.00210    	15 
23 	NE     	10	13 	0.0        	    	5/2+      	B-      	37.25 S 10    	37.25             	23NA    	G        	           	2541.3   	9  	       	   	0.0269    	22  	6.8E-4     	6  
23 	NE     	10	13 	0.0        	    	5/2+      	B-      	37.25 S 10    	37.25             	23NA    	G        	           	2981.7   	8  	       	   	0.0378    	23  	0.00113    	7  
24 	NE     	10	14 	0          	    	0+        	B-      	3.38 M 2      	202.8             	24NA    	G        	XR ka1     	1.041    	   	       	   	6.8E-4    	7   	7.0E-9     	7  
24 	NE     	10	14 	0          	    	0+        	B-      	3.38 M 2      	202.8             	24NA    	G        	XR ka2     	1.041    	   	       	   	3.4E-4    	4   	3.5E-9     	4  
24 	NE     	10	14 	0          	    	0+        	B-      	3.38 M 2      	202.8             	24NA    	G        	           	472.2023 	14 	       	   	100.00    	20  	0.4722     	9  
24 	NE     	10	14 	0          	    	0+        	B-      	3.38 M 2      	202.8             	24NA    	G        	           	874.420  	30 	       	   	7.90      	20  	0.0691     	17 
25 	NE     	10	15 	0.0        	    	1/2+      	B-      	603 MS 8      	0.603             	25NA    	G        	XR ka1     	1.041    	   	       	   	0.0038    	21  	4.0E-8     	22 
25 	NE     	10	15 	0.0        	    	1/2+      	B-      	603 MS 8      	0.603             	25NA    	G        	XR ka2     	1.041    	   	       	   	0.0019    	10  	2.0E-8     	11 
25 	NE     	10	15 	0.0        	    	1/2+      	B-      	603 MS 8      	0.603             	25NA    	G        	           	89.55    	10 	       	   	95.5      	6   	0.0855     	5  
25 	NE     	10	15 	0.0        	    	1/2+      	B-      	603 MS 8      	0.603             	25NA    	G        	           	979.77   	16 	       	   	18.1      	19  	0.177      	19 
25 	NE     	10	15 	0.0        	    	1/2+      	B-      	603 MS 8      	0.603             	25NA    	G        	           	1069.30  	19 	       	   	2.3       	4   	0.025      	4  
25 	NE     	10	15 	0.0        	    	1/2+      	B-      	603 MS 8      	0.603             	25NA    	G        	           	1132.8   	10 	       	   	0.4       	3   	0.005      	3  
25 	NE     	10	15 	0.0        	    	1/2+      	B-      	603 MS 8      	0.603             	25NA    	G        	           	2112.5   	10 	       	   	0.62      	19  	0.013      	4  
25 	NE     	10	15 	0.0        	    	1/2+      	B-      	603 MS 8      	0.603             	25NA    	G        	           	2202.0   	10 	       	   	1.1       	3   	0.024      	7  
25 	NE     	10	15 	0.0        	    	1/2+      	B-      	603 MS 8      	0.603             	25NA    	G        	           	3220     	3  	       	   	0.53      	15  	0.017      	5  
25 	NE     	10	15 	0.0        	    	1/2+      	B-      	603 MS 8      	0.603             	25NA    	G        	           	3599     	3  	       	   	0.22      	16  	0.008      	6  
25 	NE     	10	15 	0.0        	    	1/2+      	B-      	603 MS 8      	0.603             	25NA    	G        	           	3688     	3  	       	   	0.96      	24  	0.035      	9  
26 	NE     	10	16 	0.0        	    	0+        	B-      	197 MS 2      	0.197             	26NA    	G        	           	84       	3  	       	   	84.2      	15  	0.071      	3  
26 	NE     	10	16 	0.0        	    	0+        	B-      	197 MS 2      	0.197             	26NA    	G        	           	153      	3  	       	   	3.40      	20  	0.0052     	3  
26 	NE     	10	16 	0.0        	    	0+        	B-      	197 MS 2      	0.197             	26NA    	G        	           	232      	2  	       	   	4.40      	20  	0.0102     	5  
26 	NE     	10	16 	0.0        	    	0+        	B-      	197 MS 2      	0.197             	26NA    	G        	           	404      	3  	       	   	0.40      	10  	0.0016     	4  
26 	NE     	10	16 	0.0        	    	0+        	B-      	197 MS 2      	0.197             	26NA    	G        	           	1212     	3  	       	   	1.2       	3   	0.015      	4  
26 	NE     	10	16 	0.0        	    	0+        	B-      	197 MS 2      	0.197             	26NA    	G        	           	1279     	3  	       	   	5.40      	20  	0.069      	3  
26 	NE     	10	16 	0.0        	    	0+        	B-      	197 MS 2      	0.197             	26NA    	G        	           	2219     	4  	       	   	0.60      	20  	0.013      	4  
26 	NE     	10	16 	0.0        	    	0+        	B-      	197 MS 2      	0.197             	26NA    	G        	           	2486     	4  	       	   	0.70      	20  	0.017      	5  
27 	NE     	10	17 	0.0        	    	(3/2+)    	B-      	31.5 MS 13    	0.0315            	27NA    	G        	           	63       	   	       	   	21.1      	7   	0.0133     	4  
27 	NE     	10	17 	0.0        	    	(3/2+)    	B-      	31.5 MS 13    	0.0315            	27NA    	G        	           	1665     	   	       	   	3.0       	5   	0.050      	8  
27 	NE     	10	17 	0.0        	    	(3/2+)    	B-      	31.5 MS 13    	0.0315            	27NA    	G        	           	1728     	   	       	   	0.43      	17  	0.007      	3  
27 	NE     	10	17 	0.0        	    	(3/2+)    	B-      	31.5 MS 13    	0.0315            	27NA    	G        	           	2067     	   	       	   	3.2       	5   	0.066      	10 
27 	NE     	10	17 	0.0        	    	(3/2+)    	B-      	31.5 MS 13    	0.0315            	27NA    	G        	           	2129     	   	       	   	1.0       	3   	0.021      	6  
27 	NE     	10	17 	0.0        	    	(3/2+)    	B-      	31.5 MS 13    	0.0315            	27NA    	G        	           	2225     	   	       	   	4.3       	6   	0.096      	13 
27 	NE     	10	17 	0.0        	    	(3/2+)    	B-      	31.5 MS 13    	0.0315            	27NA    	G        	           	2736     	   	       	   	5.9       	8   	0.161      	22 
27 	NE     	10	17 	0.0        	    	(3/2+)    	B-      	31.5 MS 13    	0.0315            	27NA    	G        	           	2799     	   	       	   	3.0       	5   	0.084      	14 
27 	NE     	10	17 	0.0        	    	(3/2+)    	B-      	31.5 MS 13    	0.0315            	27NA    	G        	           	2956     	   	       	   	2.7       	5   	0.080      	15 
27 	NE     	10	17 	0.0        	    	(3/2+)    	B-      	31.5 MS 13    	0.0315            	27NA    	G        	           	3019     	   	       	   	8.4       	9   	0.25       	3  
27 	NE     	10	17 	0.0        	    	(3/2+)    	B-      	31.5 MS 13    	0.0315            	27NA    	G        	           	3508     	   	       	   	1.6       	4   	0.056      	14 
27 	NE     	10	17 	0.0        	    	(3/2+)    	B-      	31.5 MS 13    	0.0315            	27NA    	G        	           	3582     	   	       	   	1.3       	4   	0.047      	14 
27 	NE     	10	17 	0.0        	    	(3/2+)    	B-      	31.5 MS 13    	0.0315            	27NA    	G        	           	3685     	   	       	   	2.6       	6   	0.096      	22 
27 	NE     	10	17 	0.0        	    	(3/2+)    	B-      	31.5 MS 13    	0.0315            	27NA    	G        	           	3781     	   	       	   	3.2       	6   	0.121      	23 
28 	NE     	10	18 	0.0        	    	0+        	B-      	20 MS 1       	0.02              	28NA    	G        	           	55       	   	       	   	14.6      	15  	0.0080     	8  
28 	NE     	10	18 	0.0        	    	0+        	B-      	20 MS 1       	0.02              	28NA    	G        	           	596      	   	       	   	1.29      	16  	0.0077     	10 
28 	NE     	10	18 	0.0        	    	0+        	B-      	20 MS 1       	0.02              	28NA    	G        	           	782      	   	       	   	1.68      	20  	0.0131     	16 
28 	NE     	10	18 	0.0        	    	0+        	B-      	20 MS 1       	0.02              	28NA    	G        	           	864.5    	4  	       	   	4.4       	4   	0.038      	3  
28 	NE     	10	18 	0.0        	    	0+        	B-      	20 MS 1       	0.02              	28NA    	G        	           	1076     	   	       	   	1.41      	20  	0.0152     	22 
28 	NE     	10	18 	0.0        	    	0+        	B-      	20 MS 1       	0.02              	28NA    	G        	           	1131     	   	       	   	1.28      	19  	0.0145     	21 
28 	NE     	10	18 	0.0        	    	0+        	B-      	20 MS 1       	0.02              	28NA    	G        	           	1200     	   	       	   	1.23      	19  	0.0148     	23 
28 	NE     	10	18 	0.0        	    	0+        	B-      	20 MS 1       	0.02              	28NA    	G        	           	1255     	   	       	   	3.2       	3   	0.040      	4  
28 	NE     	10	18 	0.0        	    	0+        	B-      	20 MS 1       	0.02              	28NA    	G        	           	1583     	   	       	   	2.4       	3   	0.037      	5  
28 	NE     	10	18 	0.0        	    	0+        	B-      	20 MS 1       	0.02              	28NA    	G        	           	1877     	   	       	   	1.8       	3   	0.034      	6  
28 	NE     	10	18 	0.0        	    	0+        	B-      	20 MS 1       	0.02              	28NA    	G        	           	1932     	   	       	   	1.58      	25  	0.031      	5  
28 	NE     	10	18 	0.0        	    	0+        	B-      	20 MS 1       	0.02              	28NA    	G        	           	2062.9   	3  	       	   	15.6      	11  	0.322      	23 
28 	NE     	10	18 	0.0        	    	0+        	B-      	20 MS 1       	0.02              	28NA    	G        	           	2118     	   	       	   	1.34      	24  	0.028      	5  
28 	NE     	10	18 	0.0        	    	0+        	B-      	20 MS 1       	0.02              	28NA    	G        	           	2659     	   	       	   	1.29      	25  	0.034      	7  
28 	NE     	10	18 	0.0        	    	0+        	B-      	20 MS 1       	0.02              	28NA    	G        	           	2714     	   	       	   	1.9       	3   	0.052      	8  
28 	NE     	10	18 	0.0        	    	0+        	B-      	20 MS 1       	0.02              	28NA    	G        	           	3231     	   	       	   	1.3       	3   	0.041      	9  
28 	NE     	10	18 	0.0        	    	0+        	B-      	20 MS 1       	0.02              	28NA    	G        	           	3457     	   	       	   	0.94      	23  	0.032      	8  
21 	NA     	11	10 	0.0        	    	3/2+      	B+      	22.49 S 4     	22.49             	21NE    	G        	XR ka2     	0.848    	   	       	   	2.2E-6    	5   	1.9E-11    	4  
21 	NA     	11	10 	0.0        	    	3/2+      	B+      	22.49 S 4     	22.49             	21NE    	G        	XR ka1     	0.849    	   	       	   	4.4E-6    	10  	3.8E-11    	8  
21 	NA     	11	10 	0.0        	    	3/2+      	B+      	22.49 S 4     	22.49             	21NE    	G        	           	350.725  	8  	       	   	5.07      	13  	0.0178     	5  
21 	NA     	11	10 	0.0        	    	3/2+      	B+      	22.49 S 4     	22.49             	21NE    	G        	Annihil.   	511.0    	   	       	   	199.8     	4   	           	   
21 	NA     	11	10 	0.0        	    	3/2+      	B+      	22.49 S 4     	22.49             	21NE    	G        	           	2793.94  	5  	       	   	4.0E-4    	8   	1.12E-5    	22 
22 	NA     	11	11 	0.0        	    	3+        	EC      	2.6018 Y 22   	8.211E7           	22NE    	G        	XR ka2     	0.848    	   	       	   	0.056     	6   	4.7E-7     	5  
22 	NA     	11	11 	0.0        	    	3+        	EC      	2.6018 Y 22   	8.211E7           	22NE    	G        	XR ka1     	0.849    	   	       	   	0.111     	11  	9.4E-7     	9  
22 	NA     	11	11 	0.0        	    	3+        	EC      	2.6018 Y 22   	8.211E7           	22NE    	G        	Annihil.   	511.0    	   	       	   	179.91    	18  	           	   
22 	NA     	11	11 	0.0        	    	3+        	EC      	2.6018 Y 22   	8.211E7           	22NE    	G        	           	1274.537 	7  	       	   	99.940    	14  	1.27377    	18 
24 	NA     	11	13 	472.2071   	14  	1+        	IT      	20.18 MS 10   	0.0202            	24NA    	G        	XR ka1     	1.041    	   	       	   	6.8E-4    	7   	7.0E-9     	7  
24 	NA     	11	13 	472.2071   	14  	1+        	IT      	20.18 MS 10   	0.0202            	24NA    	G        	XR ka2     	1.041    	   	       	   	3.4E-4    	4   	3.5E-9     	4  
24 	NA     	11	13 	472.2071   	14  	1+        	IT      	20.18 MS 10   	0.0202            	24NA    	G        	           	472.2023 	14 	       	   	100       	    	0.47       	   
24 	NA     	11	13 	0          	    	4+        	B-      	14.956 H 3    	53841.6           	24MG    	G        	           	996.83   	10 	       	   	0.00210   	20  	2.09E-5    	20 
24 	NA     	11	13 	0          	    	4+        	B-      	14.956 H 3    	53841.6           	24MG    	G        	           	1368.625 	5  	       	   	99.9940   	20  	1.36854    	3  
24 	NA     	11	13 	0          	    	4+        	B-      	14.956 H 3    	53841.6           	24MG    	G        	           	2754.008 	11 	       	   	99.867    	10  	2.7503     	3  
24 	NA     	11	13 	0          	    	4+        	B-      	14.956 H 3    	53841.6           	24MG    	G        	           	2871.0   	10 	       	   	2.5E-4    	4   	7.2E-6     	11 
24 	NA     	11	13 	0          	    	4+        	B-      	14.956 H 3    	53841.6           	24MG    	G        	           	3866.15  	10 	       	   	0.068     	6   	0.00263    	23 
